error rate;success probability
0.0;1.00000000000000
0.01;0.990000000000000
0.02;0.980000000000000
0.03;0.980000000000000
0.04;0.990000000000000
0.05;1.00000000000000
0.06;1.00000000000000
0.07;0.990000000000000
0.08;0.990000000000000
0.09;1.00000000000000
0.1;0.990000000000000
0.11;1.00000000000000
0.12;0.990000000000000
0.13;0.970000000000000
0.14;0.980000000000000
0.15;0.990000000000000
0.16;0.970000000000000
0.17;0.980000000000000
0.18;0.990000000000000
0.19;0.990000000000000
0.2;0.990000000000000
0.21;0.990000000000000
0.22;0.950000000000000
0.23;0.930000000000000
0.24;0.880000000000000
0.25;0.770000000000000
0.26;0.530000000000000
0.27;0.340000000000000
0.28;0.130000000000000
0.29;0.0400000000000000
0.3;0.000000000000000
0.31;0.000000000000000
0.32;0.000000000000000
0.33;0.000000000000000
0.34;0.000000000000000
0.35;0.000000000000000
0.36;0.000000000000000
0.37;0.000000000000000
0.38;0.000000000000000
0.39;0.000000000000000
0.4;0.000000000000000
0.41;0.000000000000000
0.42;0.000000000000000
0.43;0.000000000000000
0.44;0.000000000000000
0.45;0.000000000000000
0.46;0.000000000000000
0.47;0.000000000000000
0.48;0.000000000000000
0.49;0.000000000000000
0.5;0.000000000000000
